Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,ExitRates,SpecialDay,Month_2,Month_3,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,OperatingSystem1,OperatingSystem3,Browser1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,NewVisitor,IfWeekend,OperatingSystemOther,BrowserOther
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9961823228918417,-0.9896369169700199,2.172573889495101,2.6841353084726625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.6856729698621415,-0.7988250824718465,-0.31022913763756366,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.019823046352204,2.167797979731054,2.4067654958372633,2.6778302483886303,2.0645527284009177,2.0543513409705674,-0.9901256772668471,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8066841496517004,1.026503669878576,-0.48979200199178496,-0.43093281320516097,2.0645527284009177,1.4739950300676632,-0.7544207369582165,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.019823046352204,2.167797979731054,-0.48979200199178496,-0.43093281320516097,2.0645527284009177,2.0543513409705674,-1.172538977032491,-0.3138052927506866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.40645474704880313,-0.6880960884345018,-0.48979200199178496,-0.43093281320516097,-0.6413144908578986,0.11584301091013939,-0.36665649070526235,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.6413144908578986,-0.23777323955818339,0.3258608703237435,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.1977297008154697,-0.8097750797924803,2.172573889495101,-0.3138052927506866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,0.20149661022271634,-0.3685020619046659,-1.0679677482433831,-0.3138052927506866,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9518238438875989,-0.9462705909477077,0.4797536360281922,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4023045174181993,0.5347192430756003,-0.48979200199178496,-0.43093281320516097,0.06842117320998765,-0.1421504906789851,-0.8628279302980854,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.4023045174181993,2.167797979731054,2.4067654958372633,2.6778302483886303,0.5120059632524165,0.8488939630292416,-0.9422980542251906,-0.3138052927506866,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,2.4067654958372633,2.6778302483886303,1.1330246693118171,2.0543513409705674,-0.6915122184116894,1.6848217747315464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0020751148153019235,-0.3358721070756137,-0.48979200199178496,-0.43093281320516097,0.4676474842481737,0.7736333814101778,-0.4398030507191371,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2110637818852017,0.41509600412352504,-0.48979200199178496,-0.43093281320516097,-0.1090127428069839,-0.7291137133909797,-0.671364136329306,-0.3138052927506866,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0848992809003275,-1.0189091870350806,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0848992809003275,-1.0189091870350806,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4023045174181993,1.7575345745857025,2.4067654958372633,1.291489964164372,0.9999492322990884,0.8997226547651835,-0.8197851314156633,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4023045174181993,0.8703288856911446,2.4067654958372633,2.6778302483886303,0.733798358273631,1.2219674100979492,0.4184195757430096,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8066841496517004,1.3853733867348017,2.4067654958372633,0.7348533348925108,0.33457204723544504,-0.12807536444828987,-0.5581674805027084,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.40645474704880313,0.16920379072203715,-0.48979200199178496,-0.43093281320516097,-0.5969560118536558,-0.37681652236722163,-0.5974956223337328,-0.3138052927506866,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.0020751148153019235,-0.20694483842726596,-0.48979200199178496,-0.43093281320516097,-0.8631068858791131,-0.9252379228268863,-0.24574074380488103,-0.3138052927506866,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2.019823046352204,2.167797979731054,-0.48979200199178496,-0.43093281320516097,2.0645527284009177,1.85495612556772,-0.834409439441769,-0.3138052927506866,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1.2110637818852017,1.7708260455803775,-0.48979200199178496,-0.43093281320516097,-0.020295784798498123,0.270651759435767,-1.004822844276662,2.6841353084726625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8631068858791131,-0.9676827144212243,-0.08451979307957926,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.2420881798197126,-0.6925775837171818,1.0440270651359633,-0.3138052927506866,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9518238438875989,-0.9598225678296802,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0405408018960847,-0.9571121724532857,2.172573889495101,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,1.0443077113033312,1.2687995999999182,-1.074877197246339,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6154434141187028,2.167797979731054,-0.48979200199178496,-0.43093281320516097,2.0645527284009177,2.0543513409705674,-0.34053092488226705,-0.3138052927506866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.0020751148153019235,1.4905975325523615,2.4067654958372633,2.6778302483886303,2.0645527284009177,2.0543513409705674,-0.5682432482205586,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.019823046352204,1.1764314626985104,-0.48979200199178496,-0.43093281320516097,0.06842117320998765,-0.16541291076559234,0.28059831009935554,-0.3138052927506866,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9961823228918417,-1.004815131077829,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.40645474704880313,0.18914099721404967,-0.48979200199178496,-0.43093281320516097,-0.7743899278706273,-0.5603102893491299,-0.36665649070526235,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.4023045174181993,-0.233527780416616,0.958486746922739,-0.43093281320516097,-0.9961823228918417,-1.0037309729272712,-0.08451979307957926,-0.3138052927506866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
1.6154434141187028,0.48819909459423766,-0.48979200199178496,-0.43093281320516097,-0.7300314488663844,-0.8936889206456542,-0.5974956223337328,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.7743899278706273,-0.7655775658186019,1.7493688261283735,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.0020751148153019235,0.9467548439105261,-0.48979200199178496,-0.43093281320516097,-1.0405408018960847,-1.003351517574576,0.4797536360281922,-0.3138052927506866,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1.2110637818852017,0.27221269093076855,-0.48979200199178496,-0.43093281320516097,0.4232890052439308,-0.397712380028945,-0.7250463782175777,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9961823228918417,-1.0189091870350806,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,1.3104585853287887,0.19485254202771043,-0.912742597573836,-0.3138052927506866,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9518238438875989,-0.99939434032504,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.40645474704880313,-0.7279705014185269,0.958486746922739,2.0896858853844,0.7781568372778739,0.20815004205610957,0.38998287014076594,-0.3138052927506866,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4023045174181993,-0.4787554202683702,-0.48979200199178496,-0.43093281320516097,-0.8187484068748702,-0.9443733141842315,-0.36665649070526235,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.2864466588239555,-0.5140890135664874,-0.32210860533548297,-0.3138052927506866,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.4023045174181993,0.5759228031590927,2.4067654958372633,0.7537579751319327,2.0645527284009177,2.0543513409705674,0.03372762896807228,-0.3138052927506866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.019823046352204,2.010072523484528,-0.48979200199178496,-0.43093281320516097,-0.7743899278706273,-0.9029042649253955,-0.5359385160519533,-0.3138052927506866,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.0020751148153019235,-0.6282844689584642,-0.48979200199178496,-0.43093281320516097,1.6653264173627318,1.0449665459381767,-0.5512805121527188,1.6848217747315464,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8066841496517004,0.48155335909690017,-0.48979200199178496,-0.43093281320516097,-0.2420881798197126,-0.43603866134144165,-0.874502566745335,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.4023045174181993,-0.18302019063685096,-0.48979200199178496,-0.43093281320516097,0.29021356823120215,0.207107772524015,-0.6015576461011418,-0.3138052927506866,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1.2110637818852017,2.058254105840225,2.4067654958372633,2.6778302483886303,-0.1977297008154697,-0.5874142431130749,-0.4736738786170348,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4023045174181993,1.1062524958466264,2.4067654958372633,2.6778302483886303,1.620967938358489,1.6377507677109735,-0.7802678338495167,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0405408018960847,-1.0091517636800602,0.4797536360281922,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,0.29021356823120215,1.3455674617600648,-0.11978685912253637,-0.3138052927506866,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.6856729698621415,-0.7760577613101326,-0.874502566745335,1.6848217747315464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,2.0645527284009177,0.6754854482280774,-0.4936945251907372,3.68344884221378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8631068858791131,-0.9462705909477077,0.4797536360281922,-0.3138052927506866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4023045174181993,-0.39457610401306664,-0.48979200199178496,-0.43093281320516097,-0.020295784798498123,-0.6887830301902295,-0.9622784455332657,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.019823046352204,2.167797979731054,-0.48979200199178496,-0.43093281320516097,-0.8187484068748702,-0.8233993339206286,-0.5359385160519533,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.40645474704880313,-0.6748046174398268,-0.48979200199178496,-0.43093281320516097,1.0886661903075743,-0.42271255070469677,-0.9366878109103659,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.8066841496517004,-0.23286320686688228,0.958486746922739,-0.22088125498936423,1.0886661903075743,0.38508465222714305,-0.6850679225579814,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.0020751148153019235,-0.5285984364984015,-0.48979200199178496,-0.43093281320516097,-0.6856729698621415,-0.04894902829989413,-0.46070206786595846,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0405408018960847,-1.0189091870350806,2.172573889495101,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2.019823046352204,2.167797979731054,2.4067654958372633,0.5353043545875039,2.0645527284009177,0.94836547334292,-0.8614395806954069,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.2110637818852017,2.167797979731054,-0.48979200199178496,-0.43093281320516097,-0.8631068858791131,-0.8124854751688748,0.8828060805542567,-0.3138052927506866,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.8066841496517004,-0.4612549834144099,0.958486746922739,2.6778302483886303,-0.6856729698621415,-0.6967335232581815,-0.24574074380488103,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.019823046352204,2.167797979731054,0.958486746922739,1.1234487175917347,1.576609459354246,-0.27824073321803167,-0.9981053272340444,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.7300314488663844,-0.2762608539029854,-0.46070206786595846,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.50823905384517,-0.7335858657620308,-0.4875722376056437,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.06465426380274102,-0.5983809197731917,0.07670119150212745,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8066841496517004,-0.2707438992017061,-0.48979200199178496,-0.43093281320516097,-0.5969560118536558,-0.8135334947505527,-0.7294036975500016,-0.3138052927506866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,0.15713813121847345,2.0543513409705674,-0.23239834084391567,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0848992809003275,-1.0189091870350806,2.172573889495101,1.6848217747315464,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8187484068748702,-0.6931196627924606,2.172573889495101,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.2864466588239555,-0.1416445501725863,0.5332111052432084,2.6841353084726625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,0.33457204723544504,0.4171847688576808,0.27224664595325626,0.68550824099043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0848992809003275,-1.0189091870350806,2.172573889495101,-0.3138052927506866,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2.019823046352204,0.22458491991082127,-0.48979200199178496,-0.43093281320516097,-0.06465426380274102,-0.6238238876331692,-0.7460817351076132,0.68550824099043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4023045174181993,-0.6083472624664517,-0.48979200199178496,-0.43093281320516097,-0.1533712218112268,-0.8351443805155329,-0.13581735907679204,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0405408018960847,-0.9576542515285646,0.4797536360281922,-0.3138052927506866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4023045174181993,-0.2627690166049011,-0.48979200199178496,-0.43093281320516097,-0.41952209583668415,-0.6784835277599304,0.5688494406241559,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,0.33457204723544504,-0.1745487500420155,-0.4538623969138507,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.40645474704880313,0.7713074267808157,-0.48979200199178496,-0.43093281320516097,-0.7743899278706273,-0.42941626200792293,-0.8368843426523377,-0.3138052927506866,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9518238438875989,-0.9144686185349594,0.4797536360281922,-0.3138052927506866,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.40645474704880313,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-1.0848992809003275,-0.9983101821744822,2.172573889495101,-0.3138052927506866,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8631068858791131,-0.7999092406224043,0.4797536360281922,1.6848217747315464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.7743899278706273,-0.5720553359440341,-0.7898615540719895,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.8108343792823043,-0.7279705014185269,2.4067654958372633,2.6778302483886303,0.29021356823120215,-0.14704013782609665,-0.012407783235408356,-0.3138052927506866,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.0020751148153019235,-0.24947754561022606,-0.48979200199178496,-0.43093281320516097,0.9555907532948456,1.2606216855702872,-0.8603957200143092,-0.3138052927506866,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.4023045174181993,1.356132150546517,2.4067654958372633,2.6778302483886303,-0.5969560118536558,-0.6389926369319082,0.18711204075040486,1.6848217747315464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9518238438875989,-0.8703795204086615,2.172573889495101,0.68550824099043,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.0020751148153019235,-0.14314577765282588,-0.48979200199178496,-0.43093281320516097,0.8225153162821168,-0.2336353692474158,-0.828334753962203,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.019823046352204,2.167797979731054,-0.48979200199178496,-0.43093281320516097,-0.2864466588239555,-0.4354152704048708,-0.8906246482753032,-0.3138052927506866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.4023045174181993,-0.24947754561022606,0.958486746922739,2.6778302483886303,-0.5969560118536558,-0.6464105158420672,-0.7294036975500016,-0.3138052927506866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8187484068748702,-0.6971671865184046,-1.2130666174387168,-0.3138052927506866,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.40645474704880313,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.8187484068748702,-0.929791387059229,2.172573889495101,-0.3138052927506866,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.9961823228918417,-0.9538596980016123,1.0440270651359633,-0.3138052927506866,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.8108343792823043,-0.7279705014185269,-0.48979200199178496,-0.43093281320516097,-0.6413144908578986,-0.27698362603949583,0.9414318992851327,-0.3138052927506866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
